1,1,1,32
2,1,1,22
3,1,1,43
4,1,1,1
5,1,1,36
6,1,1,28
7,1,1,19
8,1,1,18
9,1,1,20
10,1,1,14
11,1,1,21
12,1,1,34
13,1,1,4
14,1,1,44
15,1,1,25
16,1,1,36
17,1,1,2
18,1,1,20
19,1,1,49
20,1,1,29
21,1,1,43
22,1,1,23
23,1,1,17
24,1,1,1
25,1,1,7
26,1,1,47
27,1,1,1
28,1,1,30
29,1,1,43
30,1,1,20
31,1,1,48
32,1,1,7
33,1,1,22
34,1,1,36
35,1,1,44
36,1,1,35
37,1,1,21
38,1,1,46
39,1,1,38
40,1,1,50
41,1,1,50
42,1,1,18
43,1,1,5
44,1,1,47
45,1,1,12
46,1,1,24
47,1,1,43
48,1,1,16
49,1,1,47
50,1,1,38
51,1,1,44
52,1,1,4
53,1,1,11
54,1,1,24
55,1,1,22
56,1,1,45
57,1,1,37
58,1,1,27
59,1,1,35
60,1,1,39
61,1,1,49
62,1,1,18
63,1,1,14
64,1,1,15
65,1,1,50
66,1,1,30
67,1,1,36
68,1,1,26
69,1,1,18
70,1,1,2
71,1,1,6
72,1,1,18
73,1,1,5
74,1,1,23
75,1,1,34
76,1,1,47
77,1,1,8
78,1,1,28
79,1,1,6
80,1,1,32
81,1,1,27
82,1,1,11
83,1,1,44
84,1,1,45
85,1,1,16
86,1,1,35
87,1,1,6
88,1,1,5
89,1,1,47
90,1,1,41
91,1,1,13
92,1,1,3
93,1,1,12
94,1,1,14
95,1,1,27
96,1,1,1
97,1,1,31
98,1,1,39
99,1,1,26
100,1,1,19
101,1,1,26
102,1,1,33
103,1,1,35
104,1,1,14
105,1,1,32
106,1,1,0
107,1,1,2
108,1,1,23
109,1,1,28
110,1,1,2
111,1,1,6
112,1,1,16
113,1,1,11
114,1,1,18
115,1,1,35
116,1,1,20
117,1,1,25
118,1,1,10
119,1,1,18
120,1,1,31
121,1,1,39
122,1,1,17
123,1,1,20
124,1,1,34
125,1,1,19
126,1,1,3
127,1,1,41
128,1,1,22
129,1,1,10
130,1,1,33
131,1,1,48
132,1,1,36
133,1,1,35
134,1,1,19
135,1,1,34
136,1,1,50
137,1,1,46
138,1,1,10
139,1,1,15
140,1,1,10
141,1,1,23
142,1,1,47
143,1,1,49
144,1,1,34
145,1,1,3
146,1,1,20
147,1,1,46
148,1,1,23
149,1,1,21
150,1,1,4
151,1,1,41
152,1,1,39
153,1,1,5
154,1,1,48
155,1,1,36
156,1,1,41
157,1,1,30
158,1,1,3
159,1,1,16
160,1,1,26
161,1,1,41
162,1,1,30
163,1,1,20
164,1,1,2
165,1,1,37
166,1,1,34
167,1,1,45
168,1,1,28
169,1,1,25
170,1,1,3
171,1,1,31
172,1,1,21
173,1,1,26
174,1,1,43
175,1,1,49
176,1,1,8
177,1,1,14
178,1,1,13
179,1,1,9
180,1,1,27
181,1,1,33
182,1,1,22
183,1,1,29
184,1,1,37
185,1,1,32
186,1,1,39
187,1,1,1
188,1,1,3
189,1,1,49
190,1,1,27
191,1,1,27
192,1,1,25
193,1,1,5
194,1,1,20
195,1,1,38
196,1,1,1
197,1,1,13
198,1,1,44
199,1,1,4
200,1,1,24
201,1,1,41
202,1,1,14
203,1,1,22
204,1,1,9
205,1,1,19
206,1,1,43
207,1,1,0
208,1,1,0
209,1,1,23
210,1,1,9
211,1,1,22
212,1,1,43
213,1,1,29
214,1,1,39
215,1,1,23
216,1,1,44
217,1,1,43
218,1,1,23
219,1,1,40
220,1,1,36
221,1,1,20
222,1,1,11
223,1,1,3
224,1,1,39
225,1,1,32
226,1,1,33
227,1,1,28
228,1,1,14
229,1,1,22
230,1,1,5
231,1,1,40
232,1,1,35
233,1,1,0
234,1,1,21
235,1,1,11
236,1,1,11
237,1,1,17
238,1,1,25
239,1,1,17
240,1,1,22
241,1,1,20
242,1,1,14
243,1,1,5
244,1,1,31
245,1,1,21
246,1,1,5
247,1,1,4
248,1,1,22
249,1,1,7
250,1,1,39
251,1,1,17
252,1,1,8
253,1,1,29
254,1,1,10
255,1,1,18
256,1,1,30
257,1,1,37
258,1,1,25
259,1,1,7
260,1,1,10
261,1,1,21
262,1,1,19
263,1,1,34
264,1,1,4
265,1,1,35
266,1,1,10
267,1,1,18
268,1,1,31
269,1,1,15
270,1,1,42
271,1,1,13
272,1,1,11
273,1,1,1
274,1,1,5
275,1,1,4
276,1,1,17
277,1,1,38
278,1,1,23
279,1,1,37
280,1,1,41
281,1,1,29
282,1,1,41
283,1,1,20
