1,1,1,533,14
2,1,1,1216,11
3,1,1,105,7
4,1,1,1999,10
5,1,1,2881,10
6,1,1,1359,7
7,1,1,2161,15
8,1,1,988,11
9,1,1,1752,13
10,1,1,2403,6
11,1,1,2382,11
12,1,1,1266,6
13,1,1,1475,9
14,1,1,2307,10
15,1,1,391,6
16,1,1,2543,7
17,1,1,714,13
18,1,1,1512,13
19,1,1,1638,7
20,1,1,120,10
21,1,1,2504,10
22,1,1,1963,12
23,1,1,601,11
24,1,1,1312,15
25,1,1,1631,6
26,1,1,2491,11
27,1,1,1757,9
28,1,1,1834,6
29,1,1,1996,14
30,1,1,1907,14
31,1,1,1410,10
32,1,1,1143,12
33,1,1,2550,10
34,1,1,507,6
35,1,1,2255,7
36,1,1,709,10
37,1,1,1108,5
38,1,1,2836,7
39,1,1,2831,13
40,1,1,1563,7
41,1,1,2408,12
42,1,1,1966,12
43,1,1,535,8
44,1,1,1901,10
45,1,1,1095,14
46,1,1,1205,12
47,1,1,2875,5
48,1,1,505,6
49,1,1,789,13
50,1,1,164,5
51,1,1,625,9
52,1,1,1494,8
53,1,1,1713,11
54,1,1,716,13
55,1,1,313,9
56,1,1,2037,11
57,1,1,474,11
58,1,1,1655,13
59,1,1,40,7
60,1,1,2687,11
61,1,1,1812,11
62,1,1,2437,12
63,1,1,2920,7
64,1,1,2125,8
65,1,1,422,14
66,1,1,2264,5
67,1,1,1948,11
68,1,1,399,7
69,1,1,995,8
70,1,1,1249,10
71,1,1,2521,14
72,1,1,2281,15
73,1,1,249,13
74,1,1,1053,11
75,1,1,458,12
76,1,1,2555,14
77,1,1,2547,14
78,1,1,314,6
79,1,1,1237,10
80,1,1,944,6
81,1,1,805,13
82,1,1,2553,7
83,1,1,1126,14
84,1,1,785,12
85,1,1,582,12
86,1,1,1432,5
87,1,1,1341,14
88,1,1,1142,5
89,1,1,788,5
90,1,1,118,8
91,1,1,256,7
92,1,1,1200,8
93,1,1,2712,14
94,1,1,153,11
95,1,1,2112,10
96,1,1,1706,13
97,1,1,2917,12
98,1,1,196,5
99,1,1,538,13
100,1,1,1303,14
101,1,1,381,15
102,1,1,2971,5
103,1,1,663,11
104,1,1,1667,7
105,1,1,173,15
106,1,1,2469,13
107,1,1,487,7
108,1,1,774,7
109,1,1,1086,11
110,1,1,542,7
111,1,1,1169,12
112,1,1,1381,10
113,1,1,2238,10
114,1,1,1849,13
115,1,1,263,9
116,1,1,347,8
117,1,1,2158,15
118,1,1,949,13
119,1,1,608,11
120,1,1,2805,10
121,1,1,1172,9
122,1,1,515,14
123,1,1,1441,12
124,1,1,2368,9
125,1,1,2561,11
126,1,1,437,12
127,1,1,1299,15
128,1,1,2085,13
129,1,1,352,12
130,1,1,2585,7
131,1,1,2693,12
132,1,1,1380,8
133,1,1,1543,14
134,1,1,2452,14
135,1,1,1738,8
136,1,1,1215,12
137,1,1,160,8
138,1,1,321,11
139,1,1,580,8
140,1,1,1597,13
141,1,1,869,10
142,1,1,831,11
143,1,1,1641,6
144,1,1,2430,10
145,1,1,1180,13
146,1,1,1784,14
147,1,1,2304,10
148,1,1,2131,8
149,1,1,1495,6
150,1,1,631,10
151,1,1,2067,7
152,1,1,1852,13
153,1,1,616,9
154,1,1,1843,9
155,1,1,2748,8
156,1,1,2159,9
157,1,1,1926,14
158,1,1,1294,6
159,1,1,1521,12
160,1,1,1648,7
161,1,1,61,9
162,1,1,2495,6
163,1,1,1455,6
164,1,1,131,6
165,1,1,2151,13
166,1,1,1210,6
167,1,1,967,7
168,1,1,1618,8
169,1,1,490,7
170,1,1,2644,11
171,1,1,558,6
172,1,1,2011,6
173,1,1,1724,13
174,1,1,2249,6
175,1,1,1594,9
176,1,1,1702,10
177,1,1,2777,11
178,1,1,743,14
179,1,1,2339,10
180,1,1,1034,6
181,1,1,2562,5
182,1,1,732,6
183,1,1,1969,13
184,1,1,2270,15
185,1,1,2963,14
186,1,1,357,14
187,1,1,1146,11
188,1,1,101,8
189,1,1,466,8
190,1,1,2171,7
191,1,1,2301,13
192,1,1,553,12
193,1,1,2338,14
194,1,1,2331,6
195,1,1,1052,10
196,1,1,479,8
197,1,1,2975,15
198,1,1,4,6
199,1,1,2556,10
200,1,1,393,14
201,1,1,465,8
202,1,1,2155,6
203,1,1,619,12
204,1,1,2781,6
205,1,1,2503,6
206,1,1,140,8
207,1,1,731,11
208,1,1,914,7
209,1,1,2766,11
210,1,1,1775,15
211,1,1,964,15
212,1,1,2203,15
213,1,1,206,13
214,1,1,2512,6
215,1,1,977,7
216,1,1,620,8
217,1,1,2500,6
218,1,1,1176,14
219,1,1,968,6
220,1,1,233,6
221,1,1,2927,7
222,1,1,132,10
223,1,1,2287,9
224,1,1,678,8
225,1,1,96,6
226,1,1,2147,5
227,1,1,1669,10
228,1,1,2256,10
229,1,1,464,6
230,1,1,2482,8
231,1,1,1439,7
232,1,1,1614,9
233,1,1,577,7
234,1,1,69,14
235,1,1,1640,10
236,1,1,39,14
237,1,1,2081,8
238,1,1,1527,14
239,1,1,2624,10
240,1,1,2205,7
241,1,1,1552,11
242,1,1,1426,14
243,1,1,1637,9
244,1,1,1769,14
245,1,1,95,13
246,1,1,2054,5
247,1,1,2074,15
248,1,1,940,9
249,1,1,1959,8
250,1,1,2194,9
251,1,1,1268,14
252,1,1,220,8
253,1,1,2783,6
254,1,1,2618,5
255,1,1,1295,9
256,1,1,770,7
257,1,1,2289,15
258,1,1,2844,13
259,1,1,1854,7
260,1,1,1080,9
261,1,1,2842,14
262,1,1,693,5
263,1,1,1063,6
264,1,1,1780,8
265,1,1,2198,11
266,1,1,1137,8
267,1,1,2596,9
268,1,1,1178,9
269,1,1,143,9
270,1,1,485,7
271,1,1,667,8
272,1,1,1313,12
273,1,1,2637,7
274,1,1,1529,13
275,1,1,979,9
276,1,1,102,11
277,1,1,174,12
278,1,1,323,12
279,1,1,1792,8
280,1,1,711,7
281,1,1,2371,7
282,1,1,2211,8
283,1,1,2759,11
284,1,1,1886,10
285,1,1,1571,12
286,1,1,1889,11
287,1,1,570,13
288,1,1,1422,6
289,1,1,63,8
290,1,1,626,12
291,1,1,907,8
292,1,1,848,8
293,1,1,2138,11
294,1,1,382,8
295,1,1,744,15
296,1,1,1127,14
297,1,1,1111,13
298,1,1,2218,13
299,1,1,1676,8
300,1,1,1244,6
301,1,1,1442,13
302,1,1,307,6
303,1,1,2091,8
304,1,1,1240,12
305,1,1,1671,10
306,1,1,795,14
307,1,1,702,7
308,1,1,1447,15
309,1,1,932,9
310,1,1,2758,11
311,1,1,2683,7
312,1,1,2357,7
313,1,1,654,12
314,1,1,2239,7
315,1,1,2733,10
316,1,1,2069,15
317,1,1,161,10
318,1,1,1149,12
319,1,1,2296,6
320,1,1,2105,7
321,1,1,2009,9
322,1,1,2635,8
323,1,1,127,14
324,1,1,708,13
325,1,1,274,6
326,1,1,532,5
327,1,1,2593,11
328,1,1,1032,5
329,1,1,1220,14
330,1,1,386,13
331,1,1,1814,12
332,1,1,1269,11
333,1,1,368,6
334,1,1,408,7
335,1,1,1332,6
336,1,1,1651,8
337,1,1,290,9
338,1,1,960,12
339,1,1,170,14
340,1,1,2977,13
341,1,1,1164,6
342,1,1,2912,6
343,1,1,725,10
344,1,1,1862,15
345,1,1,1978,13
346,1,1,634,10
347,1,1,841,7
348,1,1,938,12
349,1,1,1492,7
350,1,1,639,11
351,1,1,1449,12
352,1,1,2291,8
353,1,1,945,10
354,1,1,1190,9
355,1,1,289,14
356,1,1,1672,10
357,1,1,2938,11
358,1,1,2566,14
359,1,1,1458,10
360,1,1,548,14
361,1,1,2010,12
362,1,1,340,14
363,1,1,531,6
364,1,1,2636,12
365,1,1,794,9
366,1,1,1098,13
367,1,1,178,7
368,1,1,2083,15
369,1,1,820,12
370,1,1,1809,14
371,1,1,2162,11
372,1,1,2197,8
373,1,1,2940,5
374,1,1,183,12
